,Date,State,Pct_Unemployed
56,2019-03-01,Arkansas,3.5
57,2019-04-01,Arkansas,3.0
58,2019-05-01,Arkansas,3.4
59,2019-06-01,Arkansas,3.8
60,2019-07-01,Arkansas,4.1
61,2019-08-01,Arkansas,3.6
62,2019-09-01,Arkansas,3.3
63,2019-10-01,Arkansas,3.1
64,2019-11-01,Arkansas,3.1
65,2019-12-01,Arkansas,3.4
66,2020-01-01,Arkansas,4.1
67,2020-02-01,Arkansas,3.9
68,2020-03-01,Arkansas,4.9
69,2020-04-01,Arkansas,10.3
70,2020-05-01,Arkansas,9.4
71,2020-06-01,Arkansas,8.2
72,2019-01-01,California,4.8
73,2019-02-01,California,4.5
74,2019-03-01,California,4.5
75,2019-04-01,California,3.8
76,2019-05-01,California,3.6
77,2019-06-01,California,4.1
78,2019-07-01,California,4.4
79,2019-08-01,California,4.2
80,2019-09-01,California,3.6
81,2019-10-01,California,3.7
82,2019-11-01,California,3.7
83,2019-12-01,California,3.7
84,2020-01-01,California,4.3
85,2020-02-01,California,4.3
86,2020-03-01,California,5.8
87,2020-04-01,California,16.2
88,2020-05-01,California,16.0
89,2020-06-01,California,15.1
90,2019-01-01,Colorado,3.6
91,2019-02-01,Colorado,3.3
92,2019-03-01,Colorado,3.1
93,2019-04-01,Colorado,2.8
94,2019-05-01,Colorado,2.6
95,2019-06-01,Colorado,2.9
96,2019-07-01,Colorado,2.7
97,2019-08-01,Colorado,2.6
98,2019-09-01,Colorado,2.4
99,2019-10-01,Colorado,2.4
100,2019-11-01,Colorado,2.4
101,2019-12-01,Colorado,2.4
102,2020-01-01,Colorado,2.8
103,2020-02-01,Colorado,2.9
104,2020-03-01,Colorado,5.4
105,2020-04-01,Colorado,12.2
106,2020-05-01,Colorado,10.0
107,2020-06-01,Colorado,10.7
108,2019-01-01,Connecticut,4.6
109,2019-02-01,Connecticut,4.3
110,2019-03-01,Connecticut,4.0
111,2019-04-01,Connecticut,3.3
112,2019-05-01,Connecticut,3.6
113,2019-06-01,Connecticut,3.9
114,2019-07-01,Connecticut,3.9
115,2019-08-01,Connecticut,3.8
116,2019-09-01,Connecticut,3.5
117,2019-10-01,Connecticut,3.5
118,2019-11-01,Connecticut,3.3
119,2019-12-01,Connecticut,3.2
120,2020-01-01,Connecticut,4.4
121,2020-02-01,Connecticut,4.4
122,2020-03-01,Connecticut,3.6
123,2020-04-01,Connecticut,8.0
124,2020-05-01,Connecticut,9.4
125,2020-06-01,Connecticut,10.0
126,2019-01-01,Delaware,3.9
127,2019-02-01,Delaware,3.8
128,2019-03-01,Delaware,3.7
129,2019-04-01,Delaware,3.5
130,2019-05-01,Delaware,3.4
131,2019-06-01,Delaware,4.1
132,2019-07-01,Delaware,4.1
133,2019-08-01,Delaware,4.1
134,2019-09-01,Delaware,3.9
135,2019-10-01,Delaware,3.8
136,2019-11-01,Delaware,3.5
137,2019-12-01,Delaware,3.5
138,2020-01-01,Delaware,4.2
139,2020-02-01,Delaware,4.0
140,2020-03-01,Delaware,5.0
141,2020-04-01,Delaware,14.8
142,2020-05-01,Delaware,15.5
143,2020-06-01,Delaware,12.7
144,2019-01-01,Florida,3.8
145,2019-02-01,Florida,3.3
146,2019-03-01,Florida,3.2
147,2019-04-01,Florida,2.9
148,2019-05-01,Florida,3.0
149,2019-06-01,Florida,3.3
150,2019-07-01,Florida,3.4
151,2019-08-01,Florida,3.3
152,2019-09-01,Florida,2.9
153,2019-10-01,Florida,2.8
154,2019-11-01,Florida,2.7
155,2019-12-01,Florida,2.5
156,2020-01-01,Florida,3.0
157,2020-02-01,Florida,2.8
158,2020-03-01,Florida,4.3
159,2020-04-01,Florida,13.5
160,2020-05-01,Florida,13.5
161,2020-06-01,Florida,10.7
162,2019-01-01,Georgia,4.2
163,2019-02-01,Georgia,3.8
164,2019-03-01,Georgia,3.6
165,2019-04-01,Georgia,3.1
166,2019-05-01,Georgia,3.3
167,2019-06-01,Georgia,3.8
168,2019-07-01,Georgia,3.8
169,2019-08-01,Georgia,3.7
170,2019-09-01,Georgia,3.0
171,2019-10-01,Georgia,3.1
172,2019-11-01,Georgia,2.8
173,2019-12-01,Georgia,2.9
174,2020-01-01,Georgia,3.5
175,2020-02-01,Georgia,3.5
176,2020-03-01,Georgia,4.5
177,2020-04-01,Georgia,12.2
178,2020-05-01,Georgia,9.2
179,2020-06-01,Georgia,7.9
180,2019-01-01,Hawaii,2.9
181,2019-02-01,Hawaii,2.7
182,2019-03-01,Hawaii,2.7
183,2019-04-01,Hawaii,2.6
184,2019-05-01,Hawaii,2.6
185,2019-06-01,Hawaii,3.3
186,2019-07-01,Hawaii,2.8
187,2019-08-01,Hawaii,2.7
188,2019-09-01,Hawaii,2.8
189,2019-10-01,Hawaii,2.6
190,2019-11-01,Hawaii,2.6
191,2019-12-01,Hawaii,2.2
192,2020-01-01,Hawaii,2.9
193,2020-02-01,Hawaii,2.7
194,2020-03-01,Hawaii,2.3
195,2020-04-01,Hawaii,23.6
196,2020-05-01,Hawaii,23.4
197,2020-06-01,Hawaii,14.4
198,2019-01-01,Idaho,4.0
199,2019-02-01,Idaho,3.7
200,2019-03-01,Idaho,3.5
